,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,tumor,project
TCGA-CG-4301-01,0.45722744,0.8366089,-0.095832705,-0.90708923,-0.63348466,-0.19964409,1.9727936,-0.08823041,-0.14760035,0.60721284,0.27145076,-1.2498163,1.2790716,-2.3526108,0.51629925,0.766099,-0.5038269,0.48490077,-0.59489495,0.06720024,-1.0154983,1.0919545,0.87382925,0.28096518,1.6268364,-1.8095396,-0.22464135,1.0800993,-0.597658,0.99707836,1,STAD
TCGA-CG-4304-01,0.6049887,0.85642874,-0.4454111,-1.1201319,-0.7277487,-0.35866356,2.6323152,-0.051504053,-0.7144112,0.47020665,0.22322658,-1.881907,2.2606037,-2.6085782,1.5595295,0.38076296,-0.17300154,0.30941612,-0.5429921,-0.016999379,-0.82503897,0.58055574,0.49303097,0.083016284,1.6743472,-2.4913273,-0.26304185,1.0300304,0.5388273,1.4257432,1,STAD
TCGA-CG-4305-01,0.65629834,0.9015559,-0.16857211,-1.2982908,-0.7941389,-0.28267935,2.7424936,-0.05028964,-0.5831186,0.65570825,0.39942193,-1.7583736,2.047593,-2.9345279,1.2266347,0.6382973,-0.5729383,0.46362665,-0.7119276,-0.14672567,-1.1779246,0.85660756,0.8022584,-0.0070511103,2.147659,-2.5560327,-0.28673536,1.2786767,-0.15521951,1.4271652,1,STAD
TCGA-CG-4306-01,0.80038726,0.92671895,-0.10645519,-1.6634357,-0.9355537,-0.33756936,3.2559872,-0.06125111,-0.79255325,0.70389795,0.55037814,-2.043884,2.485819,-3.3120563,1.6793623,0.53987354,-0.70104444,0.5162076,-0.8473012,-0.43129855,-1.349613,0.6933252,0.7844548,-0.32796562,2.631977,-3.0280738,-0.28729886,1.4671668,-0.04485614,1.6901696,1,STAD
TCGA-CG-4436-01,0.91755325,0.7202478,-0.60663056,-1.8339584,-0.93921745,-0.54834354,3.808546,-0.026695289,-1.6474276,0.32655752,0.46717075,-2.70042,3.6938684,-3.0944197,3.2530537,-0.30307725,-0.07517686,0.15480512,-0.63892376,-0.64597327,-0.81620973,-0.43236548,-0.108103186,-0.79773474,2.3566072,-3.6515975,-0.22363213,1.1184349,1.850813,2.1179209,1,STAD
TCGA-CG-4437-01,0.8438124,0.96442735,-0.15009312,-1.6566643,-0.9312512,-0.30716148,3.4430728,0.011781536,-0.96833855,0.77373797,0.57048887,-2.1428216,2.6362886,-3.5785446,1.689199,0.64792496,-0.79593754,0.46848837,-0.8551262,-0.32126015,-1.4526631,0.7577203,0.8504932,-0.24983531,2.7484908,-3.2348032,-0.37177396,1.5232514,0.0026791003,1.8057718,1,STAD
TCGA-CG-4440-01,0.7811459,0.703086,-0.3207751,-1.7118983,-0.8990269,-0.4759315,3.2048075,-0.1304766,-1.0528069,0.37076354,0.47692385,-2.1947846,2.8809197,-2.7110953,2.5094404,-0.11147131,-0.21692432,0.34525782,-0.68525696,-0.69102013,-0.8704465,-0.08760665,0.13538516,-0.7134173,2.2414548,-3.0049176,-0.122418255,1.1321665,0.976483,1.722158,1,STAD
TCGA-CG-4441-01,0.81101793,0.9329906,-0.42826825,-1.5531893,-0.9043086,-0.41714713,3.4010975,-0.018345125,-1.0838125,0.5717229,0.39955655,-2.3309033,2.9293284,-3.2601545,2.140427,0.33351865,-0.35849229,0.3397938,-0.7083427,-0.26786643,-1.0865673,0.43870044,0.5185814,-0.2244814,2.3180625,-3.222394,-0.32668293,1.2971051,0.7471751,1.835978,1,STAD
TCGA-CG-4442-01,0.8766301,0.7653628,0.077439144,-2.0722804,-1.042004,-0.4147463,3.4383807,-0.17154136,-0.85291976,0.5982829,0.74128145,-2.0935023,2.6828103,-3.1463826,2.2201996,0.14728294,-0.7286252,0.59397626,-0.95084286,-1.0035288,-1.3396653,0.20530523,0.5138364,-0.9626759,2.9651523,-3.1531258,-0.11490297,1.500776,0.07932293,1.7594681,1,STAD
TCGA-CG-4443-01,0.5979958,0.8223847,-0.029596314,-1.4335412,-0.85092735,-0.36786613,2.4532135,-0.22899729,-0.21459076,0.5136549,0.40576246,-1.5995127,1.8045795,-2.427501,1.3175681,0.36575666,-0.40620413,0.60338366,-0.74357533,-0.50228447,-1.0025108,0.6715892,0.65789974,-0.29377738,2.039692,-2.2044191,-0.08584143,1.2154033,-0.277875,1.2282234,1,STAD
